AccSpeciesName,TraitName,ValueKindName,StdValue,UnitName
Stellaria media,Seed dry mass,Maximum,0.71,mg
Stellaria media,Seed dry mass,Mean,0.479,mg
Stellaria media,Seed dry mass,Minimum,0.327,mg
Stellaria media,Seed dry mass,Maximum,0.71,mg
Stellaria media,Seed dry mass,Single,0.08,mg
Stellaria media,Seed dry mass,Single,0.4,mg
Stellaria media,Seed dry mass,Single,0.08,mg
Stellaria media,Seed dry mass,Single,0.4,mg
Stellaria media,Seed dry mass,Single,0.2,mg
Stellaria media,Seed dry mass,Single,0.2,mg
Stellaria media,Seed dry mass,Single,0.5,mg
Stellaria media,Seed dry mass,Single,0.5,mg
Stellaria media,Seed dry mass,Single,0.29,mg
Stellaria media,Seed dry mass,Single,0.29,mg
Stellaria media,Seed dry mass,Single,0.35,mg
Stellaria media,Seed dry mass,Single,0.67,mg
Stellaria media,Seed dry mass,Single,0.08,mg
Stellaria media,Seed dry mass,Single,0.4,mg
Stellaria media,Seed dry mass,Single,0.08,mg
Stellaria media,Seed dry mass,Single,0.4,mg
Stellaria neglecta,Seed dry mass,Single,0.6,mg
Stellaria neglecta,Seed dry mass,Single,0.92,mg
Stellaria neglecta,Seed dry mass,Best estimate,0.602,mg
Stellaria neglecta,Seed dry mass,Best estimate,1.02,mg
Stellaria neglecta,Seed dry mass,Best estimate,0.9204,mg
Stellaria neglecta,Seed dry mass,Single,0.76,mg
Stellaria neglecta,Seed dry mass,Single,0.76,mg
Stellaria neglecta,Seed dry mass,Single,0.76,mg
Stellaria neglecta,Seed dry mass,Single,0.76,mg
Stellaria nitens,Seed dry mass,Single,0.096,mg
Stellaria nitens,Seed dry mass,Single,0.283061594,mg
Stellaria nitens,Seed dry mass,Single,0.096,mg
Stellaria nitens,Seed dry mass,Single,0.096,mg
Stellaria nitens,Seed dry mass,Single,0.096,mg
Stellaria nitens,Seed dry mass,Single,0.096,mg
Stellaria pallida,Seed dry mass,Single,0.13,mg
Stellaria pallida,Seed dry mass,Best estimate,0.1332,mg
Stellaria pallida,Seed dry mass,Best estimate,0.096,mg
Stellaria pallida,Seed dry mass,Single,0.13,mg
Stellaria pallida,Seed dry mass,Single,0.13,mg
Stellaria pallida,Seed dry mass,Single,0.13,mg
Stellaria pallida,Seed dry mass,Single,0.13,mg
Triteleia ixioides,Seed dry mass,Single,0.29,mg
Triteleia ixioides,Seed dry mass,Single,0.29,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola adunca,Seed dry mass,Single,0.79,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea,Seed dry mass,Single,2.33,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Viola purpurea subsp. venosa,Seed dry mass,Single,2.277,mg
Vulpia microstachys,Seed dry mass,Single,0.866,mg
Vulpia microstachys,Seed dry mass,Single,1.61,mg
Vulpia microstachys,Seed dry mass,Single,1.238,mg
Vulpia microstachys,Seed dry mass,Single,1.238,mg
Vulpia microstachys,Seed dry mass,Single,1.238,mg
Vulpia microstachys,Seed dry mass,Single,1.238,mg
Vulpia myuros,Seed dry mass,Single,0.5,mg
Vulpia myuros,Seed dry mass,Single,0.357,mg
Vulpia myuros,Seed dry mass,Single,0.772,mg
Vulpia myuros,Seed dry mass,Single,1.101,mg
Vulpia myuros,Seed dry mass,Single,0.15,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.45,mg
Vulpia myuros,Seed dry mass,Single,0.834,mg
Vulpia myuros,Seed dry mass,Single,0.34,mg
Vulpia myuros,Seed dry mass,Single,0.15,mg
Vulpia myuros,Seed dry mass,Best estimate,0.517333333,mg
Vulpia myuros,Seed dry mass,Maximum,0.546,mg
Vulpia myuros,Seed dry mass,Minimum,0.488,mg
Vulpia myuros,Seed dry mass,Best estimate,0.434,mg
Vulpia myuros,Seed dry mass,Best estimate,0.602,mg
Vulpia myuros,Seed dry mass,Best estimate,0.434,mg
Vulpia myuros,Seed dry mass,Best estimate,0.602,mg
Vulpia myuros,Seed dry mass,Best estimate,0.4952,mg
Vulpia myuros,Seed dry mass,Best estimate,0.4952,mg
Vulpia myuros,Seed dry mass,Best estimate,0.15,mg
Vulpia myuros,Seed dry mass,Best estimate,0.4,mg
Vulpia myuros,Seed dry mass,Maximum,0.4,mg
Vulpia myuros,Seed dry mass,Minimum,0.4,mg
Vulpia myuros,Seed dry mass,Best estimate,0.154,mg
Vulpia myuros,Seed dry mass,Best estimate,0.125,mg
Vulpia myuros,Seed dry mass,Single,0.64699793,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.743,mg
Vulpia myuros,Seed dry mass,Single,0.48,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.743,mg
Vulpia myuros,Seed dry mass,Single,0.48,mg
Vulpia myuros,Seed dry mass,Single,0.45,mg
Vulpia myuros,Seed dry mass,Single,0.45,mg
Vulpia myuros,Seed dry mass,Single,0.834,mg
Vulpia myuros,Seed dry mass,Single,0.834,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.154,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.743,mg
Vulpia myuros,Seed dry mass,Single,0.48,mg
Vulpia myuros,Seed dry mass,Single,0.39,mg
Vulpia myuros,Seed dry mass,Single,0.743,mg
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Site specific mean,59,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",Site specific mean,59,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Site specific mean,140,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",Site specific mean,140,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Site specific mean,240,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",Site specific mean,240,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Site specific mean,240,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",Site specific mean,240,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Site specific mean,240,mm2
Stellaria media,"Leaf area (in case of compound leaves: leaf, undefined if petiole in- or excluded)",Site specific mean,240,mm2
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Mean,15,mg/g
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.284462,g g-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Mean,19.8,mg/g
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.238899,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Mean,16.2,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.212171,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Mean,16.1,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.231688,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Mean,20.2,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.219129,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Mean,30.3,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.183428,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Mean,21.4,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.167852,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,10.719,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.534783,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.28395,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,11.363,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.690361,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.25773,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,12.24,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.24,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.22549,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,19.59,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.887931,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.26866,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,11.722,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,15.223377,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.28889,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,18.512,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,12.855556,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.34848,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,12.03,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.479452,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.33099,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,16.664,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.746903,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.31481,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,15.012,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,14.863366,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.24561,g g-1
Vulpia octoflora,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,16.386,mm2
Vulpia octoflora,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,17.619355,mm2 mg-1
Vulpia octoflora,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.21154,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,35.517,mm2 mg-1
Vulpia myuros,Seed dry mass,Single,0.48,mg
Vulpia myuros,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,36.126,mm2 mg-1
Vulpia myuros,Seed dry mass,Single,0.278,mg
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,26.89555556,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Minimum,13.5,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Maximum,43.55,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Mean,28.39555556,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Minimum,20.45,mm2
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaf, petiole included)",Maximum,43.55,mm2
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.127565336,g g-1
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Minimum,8.33E-02,g g-1
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Maximum,0.25,g g-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.220779221,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,21.85882353,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.26446281,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,20.765625,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.256097561,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,24.94761905,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.243589744,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,28.44210526,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.207792208,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,26.11875,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.220930233,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,23.66842105,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.226666667,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,28.99411765,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.238636364,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,28.41904762,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.2,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,28.44375,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.207317073,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,27.05882353,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.223214286,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,23.076,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.218181818,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,25.25,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.217391304,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,25.544,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.186440678,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,32.94545455,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.211267606,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,26.46666667,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.179487179,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,34.58571429,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.208955224,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,27.36428571,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.186666667,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,30.83571429,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.227848101,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,26.05555556,mm2 mg-1
Viola adunca,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.211111111,g g-1
Viola adunca,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,27.61578947,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.67277273,mm2 mg-1
Phacelia tanacetifolia,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,9.98E-02,g g-1
Phacelia tanacetifolia,Leaf nitrogen (N) content per leaf dry mass,Single,49.908305,mg/g
Phacelia tanacetifolia,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,5148.655,mm2
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,39.49851951,mm2 mg-1
Phacelia tanacetifolia,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,8.37E-02,g g-1
Phacelia tanacetifolia,Leaf nitrogen (N) content per leaf dry mass,Single,61.1439893,mg/g
Phacelia tanacetifolia,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,8557.540949,mm2
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,27.32,mm2 mg-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,18,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,13.78,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,454.74,mm2
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.209150327,g g-1
Vulpia octoflora,Seed dry mass,Single,0.6,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,13.56974949,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,18.38666667,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,386.12,mm2
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.197368421,g g-1
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,5.88134453,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,15.69695652,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,361.03,mm2
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.198863636,g g-1
Vulpia octoflora,Seed dry mass,Single,0.6,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,18.38717125,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,25.32421053,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,481.16,mm2
Bromus hordeaceus,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.19858156,g g-1
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,31.48345277,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,30.15285714,mm2 mg-1
Bromus hordeaceus,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,351.7833333,mm2
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,44.51663761,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,35.47325,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,47.9365,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,27.27345714,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,68.09083333,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,13.81025,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.73421429,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,18.9225,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,24.3465,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,26.16798214,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,25.16363889,mm2 mg-1
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Vulpia octoflora,Seed dry mass,Single,0.6,mg
Vulpia octoflora,Seed dry mass,Single,0.217,mg
Vulpia octoflora,Seed dry mass,Single,0.6,mg
Stellaria media,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,99.025,mm2
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,47.849475,mm2 mg-1
Stellaria media,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.197,g g-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,78.31,mm2 mg-1
Stellaria media,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Mean,0.073,g g-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Mean,42.23,mg/g
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,89.49,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,42.614286,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.175,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,16734.22,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,19.285721,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,377.31,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,16.404783,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.2804878,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,1546.63,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,21.451179,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.21268437,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,807.91,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.876227,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.225,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,5032.36,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,36.545824,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.11104839,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,4643.53,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,35.528156,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.20138675,g g-1
Lolium perenne,"Leaf area (in case of compound leaves undefined if leaf or leaflet, undefined if petiole is in- or excluded)",Single,5008.99,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,20.092218,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.22258929,g g-1
